Humidity;Temperature;Machine1,RawMaterialFeederParameter,U,Actual;Machine1,Zone1Temperature,C,Actual;Machine1,Zone2Temperature,C,Actual;Machine1,MotorAmperage,U,Actual;Machine1,MotorRPM,C,Actual;Machine1,MaterialPressure,U,Actual;Machine1,MaterialTemperature,U,Actual;Machine1,ExitZoneTemperature,C,Actual;Machine2,RawMaterial,Property1;Machine2,RawMaterial,Property2;Machine2,RawMaterial,Property3;Machine2,RawMaterial,Property4;Machine2,RawMaterialFeederParameter,U,Actual;Machine2,Zone1Temperature,C,Actual;Machine2,Zone2Temperature,C,Actual;Machine2,MotorAmperage,U,Actual;Machine2,MotorRPM,C,Actual;Machine2,MaterialPressure,U,Actual;Machine2,MaterialTemperature,U,Actual;Machine2,ExitZoneTemperature,C,Actual;Machine3,RawMaterialFeederParameter,U,Actual;Machine3,Zone1Temperature,C,Actual;Machine3,Zone2Temperature,C,Actual;Machine3,MotorAmperage,U,Actual;Machine3,MotorRPM,C,Actual;Machine3,MaterialPressure,U,Actual;Machine3,MaterialTemperature,U,Actual;Machine3,ExitZoneTemperature,C,Actual;FirstStage,CombinerOperation,Temperature1,U,Actual;FirstStage,CombinerOperation,Temperature2,U,Actual;FirstStage,CombinerOperation,Temperature3,C,Actual;Delta KC1;Delta KC2;Delta KC3;Delta KC4;Delta KC5;Delta KC6;Delta KC7;Delta KC8;Delta KC9;Delta KC10;Delta KC11;Delta KC12
17.24;23.53;1246.69;72.3;72.6;48.57;10.52;420.96;77.5;75.1;12.59;236;601.11;257;220.74;68.97;69.47;72.69;13.86;237.52;70.5;60.3;213.96;78.3;78.3;341.7;13.69;250.92;65.8;65.1;103.3;111.8;80.1;-1.06;-11.5;-1.48;0.0600000000000023;-1.39;-2.74;-0.0700000000000003;-0.0600000000000001;-0.68;-2.06;-0.71;-0.72
17.24;23.53;1236.19;72.3;72.6;48.7;10.52;434.7;77.5;75.1;12.59;236;601.11;257;215.65;68.98;69.53;72.94;13.91;241.5;70.4;60.3;223.64;78.3;78.3;341.32;13.66;251.34;65.9;65.1;103.3;111.6;80;-1.06;-11.5;-1.48;0.0600000000000023;-1.39;-2.74;-0.0700000000000003;-0.0600000000000001;-0.68;-2.06;-0.71;-0.72
17.24;23.53;1241.22;72.4;72.6;47.62;10.52;423.68;77.5;75.1;12.59;236;601.11;257;204.6;68.94;69.47;72.5;13.89;242.77;70.5;60.3;209.95;78.3;78.3;344.92;13.62;250.8;65.9;65.1;103.3;111.7;80;-1.09;-11.52;-1.45;0.0800000000000018;-1.39;-2.74;-0.22;-0.0900000000000003;-0.650000000000002;-2.09;-0.73;-0.76
17.24;23.53;1231.75;72.4;72.6;47.76;10.48;432.14;77.6;75.1;12.59;236;601.11;257;218.34;69.01;69.44;72.75;13.92;236.4;70.4;60.3;212.46;78.4;78.3;337.63;13.75;250.85;65.9;65.1;103.3;111.4;80;-1.09;-11.52;-1.45;0.0800000000000018;-1.39;-2.74;-0.22;-0.0900000000000003;-0.650000000000002;-2.09;-0.73;-0.76
17.24;23.53;1242.61;72.4;72.6;47.89;10.48;431.37;77.6;75.1;12.59;236;601.11;257;213.13;68.98;69.42;72.94;13.87;235.62;70.5;60.3;206.63;78.4;78.3;334.67;13.67;251.33;65.9;65.1;103.3;111.6;80;-1.09;-11.52;-1.45;0.0800000000000018;-1.39;-2.74;-0.22;-0.0900000000000003;-0.650000000000002;-2.09;-0.73;-0.76
17.24;23.53;1247.13;72.4;72.6;48.16;10.48;436.75;77.6;75.1;12.59;236;601.11;257;188.82;69;69.43;72.75;13.92;240.17;70.6;60.2;218.78;78.4;78.3;345.75;13.75;250.55;65.9;65.1;103.5;111.4;80;-1.1;-11.51;-1.47;0.100000000000001;-1.42;-2.74;-0.22;-0.15;-0.640000000000001;-2.08;-0.77;-0.74
17.24;23.53;1242.94;72.4;72.6;48.7;10.48;420.54;77.6;75.1;12.59;236;601.11;257;182.02;68.97;69.43;72.63;13.93;241.78;70.5;60.2;179.45;78.4;78.3;350.67;13.63;251.25;65.9;65.1;103.5;111.9;80;-1.1;-11.51;-1.47;0.100000000000001;-1.42;-2.74;-0.22;-0.15;-0.640000000000001;-2.08;-0.77;-0.74
17.24;23.53;1234.27;72.4;72.6;47.76;10.48;425.71;77.6;75.1;12.59;236;601.11;257;210.02;69;69.32;72.81;13.91;238.9;70.6;60.2;219.28;78.5;78.3;344.48;13.76;250.56;65.9;65.1;103.5;112.4;80.1;-1.08;-11.48;-1.48;0.100000000000001;-1.42;-2.74;-0.0499999999999998;-0.0800000000000001;-0.600000000000001;-1.98;-0.75;-0.76
17.24;23.53;1140.22;72.4;72.6;47.36;10.52;425.94;77.7;75.1;12.59;236;601.11;257;225.28;68.97;69.3;73.06;13.91;237.78;70.6;60.1;205.21;78.5;78.3;346.55;13.73;250.54;65.9;65.1;103.6;111.3;80.1;-1.08;-11.48;-1.48;0.100000000000001;-1.42;-2.74;-0.0499999999999998;-0.0800000000000001;-0.600000000000001;-1.98;-0.75;-0.76
17.24;23.53;1244.96;72.4;72.6;47.22;10.52;431.37;77.7;75.1;12.59;236;601.11;257;220.66;68.95;69.33;73;13.91;238.43;70.6;60.1;215.67;78.5;78.3;339.42;13.63;250.56;65.9;65.1;103.6;111.9;80.1;-1.11;-11.55;-1.43;0.0899999999999999;-1.37;-2.74;-0.26;-0.0800000000000001;-0.629999999999999;-2.03;-0.67;-0.78
17.24;23.53;1245.84;72.4;72.5;48.03;10.52;427.87;77.7;75.1;12.59;236;601.11;257;202.1;69;69.3;72.44;13.85;241.47;70.6;60;208.8;78.5;78.3;335.87;13.66;250.35;65.9;65.1;103.6;111.5;80.1;-1.11;-11.55;-1.43;0.0899999999999999;-1.37;-2.74;-0.26;-0.0800000000000001;-0.629999999999999;-2.03;-0.67;-0.78
17.24;23.53;1247.38;72.4;72.5;48.16;10.48;435.19;77.7;75.1;12.59;236;601.11;257;210.61;68.95;69.22;72.63;13.92;242.3;70.7;60;210.48;78.5;78.3;342.44;13.78;250.6;66;65.1;103.6;112.1;80.1;-1.11;-11.55;-1.43;0.0899999999999999;-1.37;-2.74;-0.26;-0.0800000000000001;-0.629999999999999;-2.03;-0.67;-0.78
17.24;23.53;1247.74;72.4;72.5;48.43;10.48;427.19;77.7;75.1;12.59;236;601.11;257;220.01;68.97;69.2;72.63;13.87;239.38;70.6;59.9;220.19;78.6;78.3;343.75;13.56;250.56;66;65.1;103.6;111.7;80.1;-1.1;-11.47;-1.48;0.0700000000000003;-1.46;-2.74;-0.19;-0.11;-0.600000000000001;-1.96;-0.7;-0.74
17.24;23.53;1246.36;72.4;72.5;47.22;10.52;417.46;77.8;75.1;12.59;236;601.11;257;215.32;68.97;69.09;72.75;13.87;237.38;70.8;59.9;224.2;78.6;78.3;337.53;13.63;250.15;66;65.1;103.6;111.8;80.1;-1.1;-11.47;-1.48;0.0700000000000003;-1.46;-2.74;-0.19;-0.11;-0.600000000000001;-1.96;-0.7;-0.74
17.24;23.53;1171.1;72.4;72.5;46.95;10.52;428.26;77.8;75.1;12.59;236;601.11;257;212.48;68.97;69.06;72.69;13.89;240.73;70.6;59.9;212.58;78.6;78.3;343.91;13.82;250.54;66;65.1;103.7;112.3;80.1;-1.1;-11.47;-1.48;0.0700000000000003;-1.46;-2.74;-0.19;-0.11;-0.600000000000001;-1.96;-0.7;-0.74
17.24;23.53;1249.77;72.4;72.5;47.49;10.52;430.57;77.8;75.1;12.59;236;601.11;257;213.81;68.97;69.06;72.25;13.91;241.78;70.7;59.8;204.54;78.6;78.3;343.61;13.67;249.77;66;65.1;103.7;111.4;80.1;-1.05;-11.46;-1.42;0.0800000000000018;-1.42;-2.74;-0.15;-0.0800000000000001;-0.600000000000001;-2.01;-0.67;-0.75
17.24;23.53;1245.59;72.4;72.5;47.76;10.52;417.46;77.8;75.1;12.59;236;601.11;257;210.09;69.01;69.07;72.56;13.85;235.92;70.9;59.8;224.1;78.6;78.3;345.48;13.64;250.31;66;65.1;103.7;112;80.1;-1.05;-11.46;-1.42;0.0800000000000018;-1.42;-2.74;-0.15;-0.0800000000000001;-0.600000000000001;-2.01;-0.67;-0.75
17.24;23.53;1242.46;72.4;72.5;48.03;10.48;431.73;77.8;75.1;12.59;236;601.11;257;219.83;68.96;69.06;72.81;13.85;234.78;70.7;59.8;224.42;78.7;78.3;343.91;13.65;249.79;66;65.1;103.8;111.8;80.1;-1.03;-11.48;-1.43;0.0600000000000023;-1.38;-2.74;-0.0199999999999996;-0.11;-0.59;-2.02;-0.65;-0.74
17.24;23.53;1237.5;72.4;72.5;47.36;10.52;421.98;77.8;75.1;12.59;236;601.11;257;224.79;68.98;69.07;72.75;13.9;239.87;70.9;59.8;224.85;78.7;78.3;337.72;13.68;249.83;66;65.1;103.8;111.6;80.1;-1.03;-11.48;-1.43;0.0600000000000023;-1.38;-2.74;-0.0199999999999996;-0.11;-0.59;-2.02;-0.65;-0.74
17.24;23.53;1237.31;72.4;72.4;47.22;10.55;429.03;77.9;75.1;12.59;236;601.11;257;211.08;68.99;69.08;72.5;13.92;240.95;70.7;59.9;210.46;78.7;78.3;343.89;13.6;249.79;66;65.1;103.8;112;80.1;-1.02;-11.41;-1.39;0.0800000000000018;-1.42;-2.74;-0.16;-0.0700000000000003;-0.580000000000002;-2.03;-0.66;-0.75
17.24;23.53;1237.76;72.4;72.4;47.36;10.52;428.39;77.9;75.1;12.59;236;601.11;257;211.11;68.99;69.06;72.44;13.86;236;71;59.9;219.62;78.7;78.3;341.35;13.81;249.79;66;65.1;103.9;111.6;80.1;-1.02;-11.41;-1.39;0.0800000000000018;-1.42;-2.74;-0.16;-0.0700000000000003;-0.580000000000002;-2.03;-0.66;-0.75
17.24;23.53;1247.49;72.4;72.4;47.62;10.48;434.66;77.9;75.1;12.59;236;601.11;257;216.86;69.01;69.11;73;13.86;234.87;71;59.9;211.31;78.7;78.3;332.02;13.73;249.81;66;65.1;103.9;112;80;-1.02;-11.41;-1.39;0.0800000000000018;-1.42;-2.74;-0.16;-0.0700000000000003;-0.580000000000002;-2.03;-0.66;-0.75
17.24;23.53;1241.72;72.4;72.4;48.03;10.48;418.96;77.9;75.1;12.59;236;601.11;257;210.94;68.98;69.07;72.81;13.89;238.3;70.8;60;217.5;78.7;78.4;343.94;13.56;249.76;66.1;65.1;103.9;111.5;80;-1.01;-11.45;-1.37;0.0700000000000003;-1.32;-2.74;-0.14;-0.0700000000000003;-0.609999999999999;-1.98;-0.680000000000001;-0.76
17.24;23.53;1244.43;72.4;72.4;48.3;10.45;422.14;77.9;75.1;12.59;236;601.11;257;215.72;68.96;69.06;72.69;13.93;240.43;71;60;196.83;78.7;78.4;343.16;13.67;249.25;66.1;65.1;104;111.5;80;-1.01;-11.45;-1.37;0.0700000000000003;-1.32;-2.74;-0.14;-0.0700000000000003;-0.609999999999999;-1.98;-0.680000000000001;-0.76
17.24;23.53;1251.27;72.4;72.4;47.49;10.52;425.21;77.9;75.1;12.59;236;601.11;257;216.28;68.97;69.07;72.69;13.92;241.2;70.8;60.1;216.28;78.7;78.4;341.34;13.76;249.77;66.1;65.1;104;112.4;80;-1.02;-11.36;-1.39;0.0700000000000003;-1.48;-2.74;-0.12;-0.0600000000000001;-0.560000000000002;-2.01;-0.760000000000001;-0.73
17.24;23.53;1236.06;72.4;72.4;47.49;10.52;429.81;78;75.1;12.59;236;601.11;257;207.87;68.99;69.06;72.75;13.9;238.68;71.1;60.2;207.87;78.7;78.4;340.55;13.64;249.03;66.1;65.1;104;111.7;80;-1.02;-11.36;-1.39;0.0700000000000003;-1.48;-2.74;-0.12;-0.0600000000000001;-0.560000000000002;-2.01;-0.760000000000001;-0.73
17.24;23.53;1246.25;72.4;72.3;47.49;10.52;427.52;78;75.1;12.59;236;601.11;257;209.42;68.98;69.05;72.88;13.85;236.97;71.1;60.2;194.39;78.7;78.4;346.79;13.67;249.72;66.1;65.1;103.7;112;80;-1.02;-11.36;-1.39;0.0700000000000003;-1.48;-2.74;-0.12;-0.0600000000000001;-0.560000000000002;-2.01;-0.760000000000001;-0.73
17.24;23.53;1242.13;72.4;72.3;47.62;10.45;431.27;78;75.1;12.59;236;601.11;257;198.41;68.97;69.05;72.69;13.86;240.22;70.9;60.3;200.47;78.7;78.4;344.04;13.54;249.29;66.1;65.1;103.7;111.7;80;-1.02;-11.37;-1.42;0.0899999999999999;-1.38;-2.74;-0.0599999999999996;-0.12;-0.640000000000001;-2;-0.720000000000001;-0.71
17.24;23.53;1232.5;72.4;72.3;47.62;10.52;426.93;78;75.1;12.59;236;601.11;257;209.19;69;69.1;72.69;13.93;241.2;71.1;60.3;214.38;78.7;78.4;337.32;13.52;249.09;66.1;65.1;103.7;112.5;80;-1.02;-11.37;-1.42;0.0899999999999999;-1.38;-2.74;-0.0599999999999996;-0.12;-0.640000000000001;-2;-0.720000000000001;-0.71
17.24;23.53;1256.69;72.4;72.3;48.03;10.48;416.87;78;75.1;12.59;236;601.11;257;223.89;68.99;69.07;72.75;13.93;236.62;71;60.4;213.8;78.7;78.4;336.99;13.51;249.82;66.1;65.1;104.1;111.8;80;-0.99;-11.44;-1.38;0.0600000000000023;-1.32;-2.74;-0.17;-0.0900000000000003;-0.59;-2.01;-0.720000000000001;-0.73
17.24;23.53;1256.36;72.4;72.3;47.62;10.52;426.61;78;75.1;12.59;236;601.11;257;209.54;68.97;69.1;72.63;13.89;235.1;71.1;60.4;230.73;78.7;78.3;340.2;13.71;249.02;66.1;65.1;104.1;111.7;80;-0.99;-11.44;-1.38;0.0600000000000023;-1.32;-2.74;-0.17;-0.0900000000000003;-0.59;-2.01;-0.720000000000001;-0.73
17.24;23.53;1311.09;72.4;72.3;47.49;10.52;429.02;78;75.1;12.59;236;601.11;257;219.1;68.97;69.06;72.56;13.91;238.95;71.2;60.5;204.74;78.7;78.3;349.24;13.81;249.7;66.1;65.1;104.1;112.1;80;-0.99;-11.44;-1.38;0.0600000000000023;-1.32;-2.74;-0.17;-0.0900000000000003;-0.59;-2.01;-0.720000000000001;-0.73
17.24;23.53;1252.76;72.4;72.2;47.49;10.48;430.57;78.1;75.1;12.59;236;601.11;257;234.18;68.98;69.07;72.94;13.93;233.58;71.1;60.4;224.85;78.7;78.3;334.46;13.68;249.27;66.1;65.1;104;112.2;80;-1.01;-11.44;-1.4;0.0600000000000023;-1.39;-2.74;-0.11;-0.1;-0.59;-1.99;-0.7;-0.72
17.24;23.53;1259.26;72.4;72.2;47.36;10.52;419.75;78.1;75.1;12.59;236;601.11;257;223.26;68.97;69.06;72.81;13.9;237.73;71.3;60.4;223.39;78.7;78.2;339.84;13.63;249;66.2;65.1;103.9;112.4;80;-1.01;-11.44;-1.4;0.0600000000000023;-1.39;-2.74;-0.11;-0.1;-0.59;-1.99;-0.7;-0.72
17.24;23.53;1267.56;72.4;72.2;47.49;10.52;426.89;78.1;75.1;12.59;236;601.11;257;198.98;69.01;69.08;72.38;13.86;239.77;71.1;60.4;200.42;78.7;78.2;346.25;13.63;249.01;66.2;65.1;103.9;112.1;80;-1.01;-11.4;-1.42;0.0899999999999999;-1.43;-2.74;-0.2;-0.12;-0.609999999999999;-1.95;-0.78;-0.72
17.24;23.53;1214.27;72.4;72.2;47.62;10.48;425.95;78.1;75.1;12.59;236;601.11;257;209.31;68.95;68.67;72.38;13.87;237;71.2;60.3;219.56;78.6;78.2;344.78;13.83;249.02;66.2;65.1;103.9;112.5;80;-1.01;-11.4;-1.42;0.0899999999999999;-1.43;-2.74;-0.2;-0.12;-0.609999999999999;-1.95;-0.78;-0.72
17.24;23.53;1246.26;72.4;72.2;47.89;10.45;433.2;78.1;75.1;12.59;236;601.11;257;219.94;69;69.08;72.75;13.92;236.25;71.3;60.3;211.07;78.6;78.1;340.81;13.74;249.01;66.2;65.1;103.7;112.7;80;-1.01;-11.4;-1.42;0.0899999999999999;-1.43;-2.74;-0.2;-0.12;-0.609999999999999;-1.95;-0.78;-0.72
17.24;23.53;1245.97;72.4;72.2;48.3;10.48;418.23;78.2;75.1;12.59;236;601.11;257;210.66;69.01;69.05;72.81;13.91;236.1;71.2;60.2;217.15;78.6;78.1;343.4;13.76;248.98;66.2;65.1;103.7;112;80;-1.02;-11.39;-1.38;0.0600000000000023;-1.36;-2.74;-0.16;-0.11;-0.59;-1.97;-0.680000000000001;-0.71
17.24;23.53;1142.51;72.4;72.1;48.43;10.48;418.52;78.2;75.1;12.59;236;601.11;257;182.51;68.97;69.06;72.56;13.93;239.17;71.4;60.1;190.38;78.6;78.1;340.62;13.59;248.8;66.2;65.1;103.7;112.6;80;-1.02;-11.39;-1.38;0.0600000000000023;-1.36;-2.74;-0.16;-0.11;-0.59;-1.97;-0.680000000000001;-0.71
17.24;23.53;1198.13;72.4;72.1;48.03;10.52;422.21;78.2;75.1;12.59;236;601.11;257;193.68;68.97;69.06;72.38;13.92;240.25;71.3;60.1;204.26;78.5;78.1;345.52;13.67;249.03;66.2;65.1;103.9;111.5;80;-1.03;-11.7;-1.23;0.0600000000000023;-1.37;-2.74;-0.26;-0.0900000000000003;-0.57;-1.94;-0.66;-0.69
17.24;23.53;1096.26;72.4;72.1;47.76;10.52;427.94;78.2;75.1;12.59;236;601.11;257;220.22;68.97;69.06;72.31;13.87;236.83;71.3;60;220.28;78.5;78.1;343.48;13.64;249.01;66.2;65.1;103.9;111.9;80;-1.03;-11.7;-1.23;0.0600000000000023;-1.37;-2.74;-0.26;-0.0900000000000003;-0.57;-1.94;-0.66;-0.69
17.24;23.53;1085.04;72.4;72.1;47.49;10.48;425.17;78.2;75.1;12.59;236;601.11;257;195.77;68.97;69.07;72.69;13.87;238.6;71.4;59.9;192.38;78.5;78;339.23;13.75;248.31;66.2;65.1;103.9;111.9;80;-1.03;-11.7;-1.23;0.0600000000000023;-1.37;-2.74;-0.26;-0.0900000000000003;-0.57;-1.94;-0.66;-0.69
17.24;23.53;1221.87;72.4;72.1;47.22;10.52;414.69;78.2;75.1;12.59;236;601.11;257;219.21;68.99;69.1;72.44;13.91;232.57;71.4;59.8;213.13;78.4;78;335.91;13.81;248.75;66.3;65.1;103.9;111.8;80;-1;-11.42;-1.38;0.0800000000000018;-1.41;-2.74;-0.14;-0.14;-0.600000000000001;-1.93;-0.640000000000001;-0.7
17.24;23.53;1232.25;72.4;72.1;46.55;10.52;423.63;78.3;75.1;12.59;236;601.11;257;219.77;69.03;69.07;72.44;13.92;237.62;71.4;59.7;229.75;78.3;78;337.5;13.77;248.78;66.3;65.1;104.1;112;80;-1;-11.42;-1.38;0.0800000000000018;-1.41;-2.74;-0.14;-0.14;-0.600000000000001;-1.93;-0.640000000000001;-0.7
17.24;23.53;1237.4;72.4;72;46.55;10.48;426.38;78.3;75.1;12.59;236;601.11;257;210.3;69.07;69.06;72.63;13.91;239.22;71.5;59.7;212.06;78.3;78;341.93;13.79;248.32;66.3;65.1;104.1;112;80;-1;-11.42;-1.38;0.0800000000000018;-1.41;-2.74;-0.14;-0.14;-0.600000000000001;-1.93;-0.640000000000001;-0.7
17.24;23.53;1249.57;72.4;72;46.14;10.52;423.62;78.3;75.1;12.59;236;601.11;257;206.44;69.58;69.09;72.25;13.95;236.62;71.5;59.7;201.12;78.1;78;345.55;13.78;248.65;66.3;65.1;104.2;111.7;80;-1;-11.37;-1.41;0.0800000000000018;-1.25;-2.74;-2.51;-0.12;-0.59;-1.99;-0.74;-0.71
17.24;23.53;1245.11;72.4;72;46.41;10.52;429.56;78.4;75.1;12.59;236;601.11;257;200.78;69.58;69.06;72.69;13.9;234.83;71.6;59.8;219.4;78.1;78;341.43;13.78;248.24;66.3;65.1;104.2;111.8;80;-1;-11.37;-1.41;0.0800000000000018;-1.25;-2.74;-2.51;-0.12;-0.59;-1.99;-0.74;-0.71
17.24;23.53;1241.55;72.4;72;46.14;10.52;414.26;78.4;75.1;12.59;236;601.11;257;207.94;69.55;69.04;72.75;13.93;237.9;71.5;59.8;211.89;78.1;78;344.45;13.62;248.24;66.3;65.1;104.2;112.2;80;-1;-11.36;-1.42;0.0800000000000018;-1.26;-2.74;-0.22;-0.0800000000000001;-0.600000000000001;-1.97;-0.640000000000001;-0.73
17.24;23.53;1242.07;72.4;72;46.55;10.48;416.86;78.4;75.1;12.59;236;601.11;257;218.51;69.54;69.04;72.44;13.94;238.95;71.7;59.8;179.11;78.1;78;349.3;13.6;248.28;66.3;65.1;104.2;112.4;80;-1;-11.36;-1.42;0.0800000000000018;-1.26;-2.74;-0.22;-0.0800000000000001;-0.600000000000001;-1.97;-0.640000000000001;-0.73
17.24;23.53;1242.35;72.4;71.9;46.01;10.52;418.43;78.4;75.1;12.59;236;601.11;257;224.92;69.58;69.06;72.38;13.92;234.7;71.7;59.9;202.27;78.1;78;336.89;13.66;248.23;66.3;65.1;104.2;111.8;80;-1;-11.36;-1.42;0.0800000000000018;-1.26;-2.74;-0.22;-0.0800000000000001;-0.600000000000001;-1.97;-0.640000000000001;-0.73
17.24;23.53;1237.83;72.4;71.9;45.74;10.52;424.11;78.4;75.1;12.59;236;601.11;257;215.53;69.66;69.06;72.38;13.9;232.87;71.6;60;219.83;78;78;342.7;13.61;248.28;66.3;65.1;104;112.3;80;-0.98;-11.24;-1.41;0.100000000000001;-1.24;-2.74;-0.25;-0.1;-0.59;-1.96;-0.66;-0.71
17.24;23.53;1247.81;72.3;71.9;46.14;10.52;421.19;78.4;75.1;12.59;236;601.11;257;204.38;69.66;69.06;72.63;13.87;237.43;71.7;60;204.36;78;78;341.97;13.67;248.18;66.4;65.1;104;111.8;80;-0.98;-11.24;-1.41;0.100000000000001;-1.24;-2.74;-0.25;-0.1;-0.59;-1.96;-0.66;-0.71
17.24;23.53;1249.22;72.3;71.9;45.74;10.52;413.9;78.5;75.1;12.59;236;601.11;257;228.52;69.57;69.06;72.5;13.9;237.97;71.8;60.4;212.17;77.9;78.1;340.78;13.63;248.24;66.4;65.1;104;112.1;80;-1.02;-11.36;-1.45;0.0600000000000023;-1.42;-2.74;-0.24;-0.0800000000000001;-0.629999999999999;-1.99;-0.71;-0.72
